UID,Name,Position,Pens Saved Ratio,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Amb,Cons,Cont,Dirt,Imp M,Inj Pr,Prof,Spor,Vers,Temp,Rec,Inf
2000163449,Menard Mhango,GK,33%,12,7,8,10,12,10,3,6,10,6,9,7,14,9,19,3,9,3,11,8,7,7,3,2,2,1,2,5,1,1,3,2,11,3,3,2,13,6,10,7,14,14,9,5,11,9,8,10,19,6,5,6,6,11,11,11,17,- -  -,
2000160355,Patxi Sánchez,GK,33%,11,11,6,17,11,11,5,7,12,9,7,8,12,9,10,1,13,1,10,7,6,5,3,2,3,3,1,7,1,3,2,1,8,1,1,2,14,9,7,5,14,12,11,11,4,11,10,13,11,7,13,5,5,11,12,10,20,- -  -,
2000159128,Ayoub Ben Khayal,GK,33%,9,8,7,6,15,4,4,5,8,9,15,7,9,14,11,2,10,2,10,3,6,6,3,3,2,1,1,6,1,1,1,3,9,3,3,5,9,6,10,5,12,7,4,11,14,8,8,12,8,2,12,12,10,12,6,10,13,- -  -,
2000155273,Mustapha Lawal,GK,20%,11,12,9,14,12,10,5,6,5,10,13,9,9,14,7,2,12,2,13,4,8,8,4,3,3,1,1,7,1,3,2,1,11,3,1,4,14,11,6,5,13,13,10,8,11,5,8,11,12,3,12,10,9,10,11,12,10,- -  -,
2000154747,Gaël Tshepela Mvwanda,GK,25%,10,13,7,13,14,11,1,5,6,11,9,6,8,10,11,3,11,1,10,7,6,5,1,3,3,3,5,4,1,3,3,2,11,1,1,4,14,8,8,9,13,7,8,7,13,7,9,10,18,1,12,10,12,13,11,12,16,- -  -,
2000152483,Pradip Bhandari,GK,25%,11,8,3,10,6,11,2,3,15,5,7,3,8,10,6,2,7,1,5,3,1,3,2,3,2,2,1,7,1,3,2,3,4,1,1,1,12,9,6,5,12,4,1,9,11,12,5,10,9,8,6,8,9,11,14,8,16,- -  -,
2000151564,Haider Bilal Awan,GK,20%,9,10,3,10,10,9,3,6,14,8,11,4,4,12,10,2,13,1,8,4,3,3,3,3,2,3,3,5,1,2,2,3,5,3,3,1,12,5,5,14,8,4,4,6,12,5,5,10,11,6,10,1,9,12,12,9,17,- -  -,Ctr
2000150751,Rahim Ullah,GK,43%,7,11,1,11,7,6,2,2,13,4,14,3,10,12,12,2,12,2,5,4,1,3,5,1,2,3,2,6,1,2,2,1,7,1,3,1,10,10,8,5,6,4,8,6,6,8,3,10,11,4,11,6,9,10,10,7,11,- -  -,
2000148968,Amas Obasogie,GK,25%,10,11,7,7,8,10,4,6,10,12,9,7,7,10,10,1,12,2,10,7,6,6,3,1,1,2,2,6,1,1,3,2,4,3,3,4,9,9,11,5,13,9,11,6,13,10,11,13,15,7,6,9,12,12,12,12,11,- -  -,Ctr
2000146547,Juma Machano,GK,17%,9,11,3,7,15,7,1,3,13,8,11,5,7,12,6,3,9,2,10,5,4,4,4,3,3,3,1,6,1,2,3,3,8,4,3,1,6,9,5,5,12,6,6,10,11,8,8,13,17,7,8,7,11,11,12,12,12,- -  -,
2000146398,Wilfred Mapunda,GK,20%,10,14,5,2,8,9,2,3,5,7,9,5,10,12,9,3,10,2,6,5,4,4,3,1,1,3,1,4,1,2,2,2,6,3,3,1,7,7,6,5,11,8,6,11,8,7,4,12,9,1,5,7,9,13,12,10,11,- -  -,
2000145922,Riccardo Porcellini,GK,33%,5,14,4,15,18,5,1,4,7,5,6,2,7,12,4,1,10,1,5,4,1,3,3,2,2,2,1,3,1,3,2,2,5,3,3,1,11,8,7,5,12,5,7,8,12,11,9,11,9,1,8,11,9,12,10,9,17,- -  -,Ctr
2000145395,Justin Munyikwa,GK,33%,12,14,7,7,10,10,1,5,14,7,12,7,12,8,15,1,7,2,6,7,6,4,1,2,1,1,1,3,1,2,1,2,10,2,3,5,8,7,11,5,13,13,8,8,13,11,9,10,20,8,5,13,12,10,8,10,14,- -  -,
2000145322,Gedion Ogweno,GK,25%,6,5,7,5,12,10,1,4,15,9,12,4,10,13,8,1,3,1,6,6,5,4,4,3,3,3,1,5,1,3,1,1,11,3,3,3,10,13,8,5,13,13,10,9,13,14,12,13,9,1,6,12,5,8,13,12,11,- -  -,
2000144198,Nassoro Mrisho,GK,33%,9,7,6,7,9,13,2,4,6,7,10,5,7,13,7,2,5,2,6,6,5,5,2,1,2,2,1,6,1,2,3,2,7,3,2,1,10,10,5,5,13,6,6,9,13,15,5,11,11,2,5,10,10,11,10,12,13,- -  -,
2000142817,Shawqi Al-Maawali,GK,33%,13,12,4,5,8,12,1,6,11,7,12,5,8,13,7,1,7,2,12,7,6,5,3,1,3,2,2,7,1,1,2,2,8,2,1,6,10,7,10,5,13,12,10,12,13,10,10,8,9,6,13,15,10,14,11,12,16,- -  -,
2000142424,Isihaka Hassan,GK,33%,10,15,6,7,10,9,4,4,5,4,12,4,8,12,4,3,8,3,6,5,4,4,2,1,3,1,1,5,1,1,1,1,6,2,3,4,12,4,9,5,10,8,7,12,12,12,9,11,13,8,5,19,5,10,11,11,15,- -  -,Ama
2000141848,Abdelhak Rjeibi,GK,33%,12,6,7,5,12,12,7,6,5,5,12,8,10,14,13,1,12,2,10,4,7,6,3,2,1,2,2,3,1,1,3,2,7,2,3,3,10,10,8,5,13,11,10,8,13,9,9,12,9,8,8,8,10,11,1,9,12,- -  -,
2000139683,Fikirini Bakari,GK,14%,13,7,6,6,10,13,4,5,5,8,11,6,7,8,2,2,8,2,12,6,6,5,2,2,3,1,3,5,1,3,1,2,6,2,3,1,8,9,8,7,13,9,5,13,13,13,4,13,11,3,8,10,6,11,10,12,13,- -  -,
2000138167,Yakoub Bakari,GK,40%,8,7,4,5,11,7,2,4,12,8,9,5,7,11,15,1,6,1,6,7,6,6,1,2,3,3,3,5,1,2,1,2,9,2,2,4,7,8,8,6,14,9,6,5,10,13,6,11,8,1,5,4,11,11,12,10,10,- -  -,
2000138115,Ricardo Watson,GK,20%,6,15,8,16,15,5,1,8,5,7,5,8,7,14,5,3,4,2,11,7,6,6,2,3,1,1,4,4,1,3,2,3,8,3,2,2,15,10,10,5,13,10,11,5,13,15,6,12,11,1,6,14,9,12,11,10,15,- -  -,
2000137706,Mwinyiureji Bakari,GK,40%,13,13,5,4,12,11,5,6,9,5,14,5,9,8,6,3,13,2,4,6,5,5,2,2,3,3,1,6,1,2,3,1,7,3,3,1,8,5,7,5,13,7,9,8,13,9,6,12,14,3,10,1,5,9,10,9,14,- -  -,
2000137045,Abdelhak Mouaici,GK,14%,11,13,7,10,13,9,1,9,11,9,8,7,6,13,8,1,10,1,6,6,6,5,3,1,1,3,2,6,1,3,1,2,6,2,2,4,11,13,8,10,13,13,9,8,12,5,9,12,10,4,12,12,6,10,10,10,16,- -  -,
2000137006,Zakaria Bouhalfaya,GK,50%,10,10,9,12,6,10,6,7,15,11,11,9,10,12,15,1,5,3,14,9,8,8,4,3,3,2,3,6,1,2,1,2,9,2,2,5,14,12,10,5,14,12,8,12,13,7,12,12,19,8,5,6,9,11,9,10,14,- -  -,
2000137001,Abderrahmane Medjadel,GK,20%,10,8,9,14,12,10,7,7,9,15,9,10,12,8,8,2,8,1,11,9,9,8,3,1,3,2,6,5,1,3,1,1,10,2,1,5,15,8,10,8,14,13,9,12,14,8,10,14,15,4,8,7,9,11,9,11,18,- -  -,
2000134291,Ahmed Hameed,GK,25%,11,9,7,9,12,12,3,5,10,8,14,5,10,12,18,3,9,3,10,7,5,6,2,1,3,1,1,5,1,3,2,3,8,2,2,5,13,8,8,5,13,7,9,6,12,10,6,12,10,2,5,5,6,11,11,10,14,- -  -,
2000130439,Eusebio Blankendal,GK,17%,11,10,5,12,14,7,1,7,5,9,8,4,12,10,12,1,9,3,9,6,5,4,2,1,2,1,1,5,1,1,1,1,6,1,3,1,7,11,7,9,13,12,10,9,13,5,5,9,10,3,5,13,6,12,11,8,12,- -  -,
2000130435,Detre Bell,GK,20%,12,8,7,5,13,12,6,7,11,8,13,10,11,13,14,3,11,1,5,7,6,6,5,2,1,3,4,7,1,3,1,3,10,4,3,5,10,8,9,5,7,7,9,10,10,9,6,10,13,2,8,13,12,9,11,13,14,- -  -,Inj
2000126927,Afshar Sedaghat,GK,33%,11,11,6,9,14,8,1,3,11,4,14,5,10,12,8,2,7,3,8,5,4,4,2,3,3,3,1,6,1,1,1,1,7,2,1,3,13,10,4,5,12,7,10,7,12,9,6,10,18,7,10,5,10,11,12,8,13,- -  -,
2000121192,Soud Dondola,GK,33%,11,7,8,7,11,10,6,10,14,13,12,8,10,10,7,2,8,3,10,8,8,7,4,2,2,2,2,7,1,2,2,1,13,2,1,7,11,9,10,12,10,10,7,7,14,12,11,9,10,7,8,9,7,10,10,12,18,- -  -,
2000119361,Kabaka,GK,20%,8,12,4,13,6,8,5,6,11,8,7,8,10,13,8,2,13,2,8,7,6,6,3,2,1,3,1,5,1,3,2,2,8,1,1,2,14,13,10,7,13,8,11,14,14,6,8,10,10,8,5,13,14,12,7,11,10,- -  -,
2000116721,Abubakar Abasi,GK,67%,12,12,6,8,10,11,5,4,15,8,13,6,9,12,13,2,11,3,12,6,6,5,4,3,2,2,1,5,1,3,2,1,6,3,3,3,11,7,8,8,12,12,10,11,12,11,6,10,13,5,6,10,13,14,12,11,11,- -  -,
2000115915,Razack Shekimweri,GK,14%,12,12,2,10,15,11,2,4,7,7,12,2,6,14,4,2,7,1,7,6,6,5,1,2,2,2,3,4,1,2,1,1,8,1,3,1,7,10,9,5,13,7,5,5,12,7,3,13,7,6,9,9,12,10,12,9,12,- -  -,
2000112038,Brudel Efonge,GK,40%,12,11,8,15,13,10,3,8,6,12,12,8,10,13,4,3,5,1,11,8,7,7,4,3,1,3,1,8,1,3,3,2,9,3,1,4,14,8,11,6,13,11,10,8,13,11,6,11,20,5,12,12,7,11,12,11,13,- -  -,
2000110903,Tom Negrel,GK,33%,12,11,6,14,15,11,1,10,11,8,14,5,11,12,6,3,6,2,8,6,5,4,3,3,2,1,1,7,1,1,2,2,11,1,2,5,13,10,7,13,6,12,10,10,12,8,9,13,20,8,10,5,5,10,13,10,13,- -  -,
2000104465,Ahmed Ayad,GK,25%,11,9,4,11,10,10,2,6,13,9,10,6,9,13,12,3,10,1,11,6,6,6,3,2,1,1,4,7,1,1,3,1,10,1,3,6,13,10,10,5,10,13,8,12,9,15,7,11,12,2,11,7,13,11,4,11,15,- -  -,Inj
2000101432,Zied Ghanmi,GK,20%,9,13,7,11,13,9,6,4,15,10,9,4,11,14,6,1,7,1,14,8,7,7,4,3,3,3,3,6,1,2,3,2,8,1,1,7,14,7,8,5,14,14,6,11,10,9,11,11,10,2,5,7,14,13,10,13,13,- -  -,
2000098564,Victor Sochima,GK,11%,11,12,10,12,18,14,2,8,6,10,15,10,10,14,8,2,10,3,14,10,9,7,5,2,3,2,5,6,1,3,1,3,13,4,2,4,14,9,13,5,14,14,10,8,13,5,11,10,15,3,7,16,9,11,11,13,20,- -  -,
2000098422,Loyce Mbaba,GK,25%,10,12,7,10,12,9,4,6,5,7,12,6,9,13,4,1,12,2,6,7,4,6,4,1,3,3,4,8,1,3,2,3,10,1,3,1,13,12,8,5,13,8,11,9,10,10,7,10,11,7,8,11,9,9,10,12,19,- -  -,
2000098321,Thomas Omokhudu,GK,17%,11,9,8,7,8,8,5,3,14,10,15,9,8,14,18,2,13,2,12,9,5,8,5,3,2,2,5,8,1,1,1,3,10,1,3,1,13,10,9,15,14,14,11,9,11,5,12,11,11,1,5,15,5,11,13,11,14,- -  -,
2000097764,Raoul Engoue,GK,40%,10,7,7,11,13,8,2,6,13,9,15,8,7,14,9,1,10,3,12,8,7,7,5,1,1,1,1,7,1,3,2,3,9,1,1,5,13,9,7,5,14,8,7,5,11,9,8,10,14,6,11,12,5,12,11,9,16,- -  -,
2000096534,Jonathan Audinay,GK,50%,10,12,7,12,13,11,4,6,12,7,10,6,12,13,5,3,3,1,10,7,6,6,2,3,2,1,1,5,1,1,1,2,8,1,2,1,13,9,6,7,13,9,7,13,13,6,4,10,20,8,8,13,8,14,12,11,17,- -  -,
2000094677,Ismael Fansu,GK,13%,9,16,8,11,8,9,1,4,7,8,6,8,14,9,2,1,8,3,11,8,7,6,2,2,2,3,9,7,1,2,1,2,9,3,3,3,8,10,8,5,14,12,6,6,14,15,12,14,20,7,7,8,10,11,13,11,17,- -  -,
2000092770,Hassan Taki,GK,25%,7,12,7,15,8,6,2,7,11,9,11,7,9,14,7,1,8,2,7,7,2,6,4,3,1,3,1,7,1,2,1,1,9,2,2,3,13,7,10,12,13,5,11,12,13,12,10,10,10,4,7,2,5,12,10,10,19,- -  -,
2000090562,Altin Gjokaj,GK,33%,11,13,7,10,12,10,1,4,5,5,11,2,8,13,15,3,8,1,5,6,5,4,5,1,3,3,1,7,1,1,1,3,8,2,1,1,13,8,7,5,13,10,7,8,10,5,9,11,15,2,7,11,5,13,7,9,7,- -  -,Ctr
2000089669,Bishal Sunuwar,GK,17%,10,9,5,13,13,9,1,4,5,4,8,5,3,13,12,3,12,1,7,4,4,3,3,1,1,3,1,3,1,1,3,1,6,3,3,2,10,6,6,5,6,7,6,11,7,13,5,10,8,5,6,8,11,13,9,7,13,- -  -,
2000089659,Rohit Karki,GK,67%,6,5,3,11,15,4,1,3,14,1,11,1,10,11,3,1,6,1,3,2,2,1,2,3,2,1,1,2,1,3,1,2,3,3,3,1,10,5,2,5,11,7,4,8,11,11,2,13,7,3,14,7,6,10,12,6,15,- -  -,
2000087859,Alby Kelly-Heald,GK,50%,3,13,7,16,8,5,2,8,8,5,14,7,13,13,17,3,7,3,8,3,5,5,4,1,1,1,6,7,1,2,1,1,7,3,2,2,12,7,11,5,10,6,12,7,12,10,7,11,6,5,12,17,9,10,14,9,19,- -  -,Loa
2000083150,Arlan Petty,GK,15%,4,7,3,10,7,4,1,3,5,2,3,1,10,12,10,2,4,1,6,3,2,2,3,1,1,3,1,2,1,1,3,2,3,2,2,1,7,9,6,5,12,9,4,6,12,9,1,14,10,6,5,4,5,10,11,8,15,- -  -,Ama
2000081072,Ali Al-Ameri,GK,33%,11,7,6,9,18,10,3,4,8,8,12,5,10,12,12,2,6,1,9,6,2,5,1,1,2,3,2,4,1,1,1,1,9,3,2,1,12,11,7,5,7,8,8,13,11,13,7,11,11,2,5,9,7,10,12,14,19,- -  -,
2000071505,Amr Shaaban,GK,33%,9,14,8,11,12,9,7,8,12,9,8,9,9,8,11,3,11,2,13,8,7,7,5,3,1,3,3,6,1,1,1,1,9,2,3,5,14,11,10,5,11,10,9,5,11,14,6,12,17,2,6,2,11,10,11,9,17,- -  -,
2000069296,Kamal El Sayed,GK,33%,10,6,8,8,14,10,2,6,15,7,13,8,12,13,17,1,10,2,5,7,6,6,6,2,2,2,5,7,1,3,2,3,8,3,3,4,11,9,11,5,13,12,7,12,13,10,6,11,4,3,7,2,7,10,6,12,14,- -  -,
2000065824,Mio Backhaus,GK,33%,9,14,6,15,12,9,6,7,10,11,5,9,14,7,6,2,9,2,13,8,7,7,2,2,3,1,10,6,1,3,3,1,9,2,3,5,15,8,7,5,9,8,9,10,14,8,9,13,16,5,10,4,8,13,11,8,12,- -  -,
2000063321,Samuel Zapico,GK,25%,10,9,7,13,5,11,3,6,11,11,13,7,10,9,4,1,7,2,10,7,6,5,3,2,3,3,2,6,1,1,2,3,9,2,3,6,13,8,11,15,13,11,8,13,13,8,5,10,9,5,11,14,12,10,12,14,19,- -  -,
2000062913,Tama Ronny,GK,25%,10,8,3,11,14,8,4,6,9,7,11,5,10,4,5,3,6,3,5,5,4,4,3,2,2,2,1,2,1,2,2,1,6,1,1,2,11,6,5,14,12,5,5,6,13,6,6,14,9,5,5,3,11,9,12,8,19,- -  -,Ama
2000060497,Ahmed Shakir,GK,50%,11,14,6,11,16,9,1,4,11,5,14,8,8,12,15,1,3,1,12,6,5,5,2,1,2,1,1,5,1,1,3,3,9,2,3,2,9,9,9,5,12,9,6,14,12,12,6,12,9,8,6,5,9,10,9,9,10,- -  -,
2000056995,Charley Liliu,GK,67%,11,13,4,12,15,10,3,4,8,3,12,4,5,6,18,3,11,3,9,4,3,4,4,3,2,3,1,5,1,1,3,3,5,3,2,1,11,5,7,5,12,5,5,10,12,13,7,11,7,8,12,3,7,10,13,10,13,- -  -,Ama
2000056884,Shabneel Singh,GK,15%,8,7,3,6,14,7,1,5,15,4,9,1,6,12,6,1,9,2,6,3,2,2,2,1,3,3,1,4,1,3,2,2,5,1,3,1,10,10,6,5,7,3,4,10,12,9,1,15,10,6,6,5,9,10,14,11,18,- -  -,Ama
2000056840,Soti Neemia,GK,20%,10,13,5,4,12,5,2,1,14,2,9,3,6,12,16,1,11,3,7,3,3,2,1,2,1,2,1,4,1,2,2,2,2,2,2,1,8,5,8,5,7,8,6,8,2,10,4,11,9,6,14,11,5,12,8,11,16,- -  -,Ama
2000056456,Lapa Tuu,GK,33%,9,7,4,1,7,6,3,2,13,6,7,4,6,9,15,1,9,1,4,4,3,3,2,1,3,1,2,4,1,2,1,2,3,3,2,1,6,6,8,5,9,3,3,5,13,12,3,12,20,6,9,10,14,13,12,11,17,- -  -,Ama
2000053420,Brais Suárez,GK,25%,9,12,8,10,14,8,3,7,9,10,14,7,12,14,13,1,12,3,9,9,10,8,3,2,2,2,6,6,1,3,3,3,9,2,2,1,10,9,9,10,10,11,9,7,14,12,10,11,16,8,11,13,11,14,9,9,11,- -  -,
2000052222,Geofrey Silavwe,GK,25%,9,12,7,8,9,11,6,6,10,13,12,8,8,13,3,1,9,1,7,7,4,6,4,2,3,2,1,7,1,1,2,1,10,2,2,3,12,7,12,5,13,9,7,5,13,10,5,11,11,3,10,12,10,13,10,11,20,- -  -,
2000050408,Daniel Mutshinuemu,GK,67%,12,15,7,10,6,9,1,6,5,8,15,7,12,12,16,2,10,2,10,7,7,6,4,1,2,3,1,7,1,2,3,1,9,4,1,1,9,7,9,5,13,8,11,10,9,7,8,12,13,7,6,12,5,12,10,10,10,- -  -,
2000047635,Elias Jesus,GK,33%,8,13,2,8,6,10,1,3,11,3,12,2,11,5,16,2,8,2,6,2,2,1,3,2,1,1,1,7,1,1,3,2,4,1,1,1,12,8,4,9,6,7,3,11,10,8,1,12,7,3,7,7,11,12,10,9,16,- -  -,Ama
2000047472,Panajot Qirko,GK,25%,10,16,7,8,15,12,5,6,5,11,14,6,12,13,10,2,8,3,10,7,5,6,3,2,1,3,6,8,1,3,3,3,7,1,2,4,13,9,10,10,13,8,10,12,9,15,8,11,12,1,9,6,7,11,7,11,13,- -  -,
2000046992,Omar Soumaïla,GK,29%,9,16,7,7,14,9,2,5,8,9,12,5,6,10,10,3,4,2,8,7,6,3,3,1,2,3,4,7,1,3,2,1,8,1,2,1,10,10,10,5,12,10,7,14,10,13,10,9,17,1,7,6,11,9,10,11,15,- -  -,Ret
2000046503,Aristo Richardson,GK,25%,5,8,4,9,12,5,2,2,6,5,5,4,9,12,14,2,3,1,6,4,3,3,4,3,2,1,1,8,1,2,2,3,4,3,1,1,11,6,7,15,12,6,4,5,12,7,6,12,11,4,13,7,5,10,8,11,18,- -  -,Ama
2000041587,Jean-Marie Plath,GK,17%,13,9,3,11,10,12,1,6,6,5,14,8,8,14,14,3,5,1,10,7,7,6,3,2,3,1,3,7,1,2,2,2,9,3,2,3,8,9,10,14,13,8,9,12,14,6,7,10,16,3,9,12,6,11,10,10,12,- -  -,
2000038822,Ahmed Abidi,GK,25%,13,8,9,9,12,12,6,7,8,10,15,8,7,14,18,1,12,3,12,8,8,7,4,1,2,3,1,6,1,2,3,1,13,3,2,5,7,10,12,11,13,6,13,10,14,10,9,9,10,4,12,8,14,10,10,10,15,- -  -,
2000035496,Alfie Marriott,GK,20%,10,6,7,13,12,11,2,6,8,6,13,5,8,13,4,2,7,3,9,6,4,5,1,3,1,2,1,4,1,2,2,1,6,3,3,1,9,7,4,6,13,12,7,8,9,11,10,10,15,2,11,5,9,15,11,10,16,- -  -,Yth
2000034300,M'Backé N'Diaye,GK,40%,12,15,7,10,13,11,7,7,14,9,10,6,10,13,10,3,10,2,14,8,7,7,2,1,2,3,1,3,1,3,1,2,8,1,3,3,13,12,8,5,8,13,9,6,11,6,12,11,19,1,11,16,5,11,11,12,16,- -  -,
2000032168,Enrico Piu,GK,17%,9,9,6,7,15,12,4,4,9,8,13,7,11,13,5,2,11,2,9,6,5,5,2,1,2,2,1,4,1,2,2,2,7,3,3,4,9,7,9,5,12,10,7,11,13,12,4,12,9,8,11,10,5,11,10,12,15,- -  -,
2000028817,Naeem Abuaker,GK,17%,10,15,4,8,10,10,3,5,5,10,11,7,7,12,2,1,13,2,9,7,7,6,2,2,2,3,3,4,1,1,2,1,9,3,2,1,9,8,9,5,13,7,7,13,13,5,6,9,9,2,5,7,5,12,11,13,17,- -  -,
